greek_span	nbla_span	count	first_seen	last_seen	alignment_types
τοῦτο	esta razón	1	1cor 4:17	1cor 4:17	expanded
τοῦτο	acción	1	1cor 5:3	1cor 5:3	direct
τοῦτο	esto aun	1	1cor 6:8	1cor 6:8	expanded
τοῦτο	que	1	1corintios 7:26	1corintios 7:26	direct
τοῦτο	corazón	1	1corintios 7:37	1corintios 7:37	direct
τοῦτον	este	1	1cor 2:2	1cor 2:2	direct
τοῦτον	a él	1	1cor 3:17	1cor 3:17	expanded
τοῦτό	esto es	1	1corintios 11:24	1corintios 11:24	expanded
τρέχετε	corran	1	1corintios 9:24	1corintios 9:24	direct
τρέχοντες	estadio	1	1corintios 9:24	1corintios 9:24	direct
τρέχουσιν	verdad	1	1corintios 9:24	1corintios 9:24	direct
τρία	amor	1	1corintios 13:13	1corintios 13:13	direct
τρίτον	luego	1	1corintios 12:28	1corintios 12:28	direct
τρεῖς	a tres	1	1corintios 14:27	1corintios 14:27	expanded
τρεῖς	profetas	1	1corintios 14:29	1corintios 14:29	direct
τρόμῳ	temblor	1	1cor 2:3	1cor 2:3	direct
τυπικῶς	sucedieron	1	1corintios 10:11	1corintios 10:11	direct
τό	lo que	1	1cor 4:6	1cor 4:6	expanded
τόπῳ	parte	1	1cor 1:2	1cor 1:2	direct
τότε	veremos	1	1corintios 13:12	1corintios 13:12	direct
τότε	conoceré	1	1corintios 13:12	1corintios 13:12	direct
τύχοι	muchas	1	1corintios 14:10	1corintios 14:10	direct
τὰ	a lo que es	1	1cor 1:27	1cor 1:27	expanded
τὰ	cosas	1	1corintios 11:12	1corintios 11:12	direct
τὰ	cada	1	1corintios 12:18	1corintios 12:18	direct
τὰ	un	1	1corintios 12:19	1corintios 12:19	direct
τὰ	los ídolos	1	1corintios 12:2	1corintios 12:2	expanded
τὰ	mudos	1	1corintios 12:2	1corintios 12:2	direct
τὰ	que las partes	1	1corintios 12:23	1corintios 12:23	expanded
τὰ	ya	1	1corintios 12:24	1corintios 12:24	direct
τὰ	que los	1	1corintios 12:25	1corintios 12:25	expanded
τὰ	con	1	1corintios 12:26	1corintios 12:26	direct
τὰ	dones	1	1corintios 12:31	1corintios 12:31	direct
τὰ	hace	1	1corintios 12:6	1corintios 12:6	direct
τὰ	el	1	1corintios 13:13	1corintios 13:13	direct
τὰ	entendiera	1	1corintios 13:2	1corintios 13:2	direct
τὰ	bienes	1	1corintios 13:3	1corintios 13:3	direct
τὰ	no	1	1corintios 13:5	1corintios 13:5	direct
τὰ	deseen	1	1corintios 14:1	1corintios 14:1	direct
τὰ	sus	1	1cor 6:15	1cor 6:15	expanded
τὰ	por	1	1corintios 7:34	1corintios 7:34	direct
τὰ	del	1	1corintios 7:34	1corintios 7:34	direct
τὰ	comen la comida del templo	1	1corintios 9:13	1corintios 9:13	expanded
τὰς	los caminos	1	1cor 4:17	1cor 4:17	expanded
τὴν	nube	1	1corintios 10:1	1corintios 10:1	direct
τὴν	la mujer sino	1	1corintios 11:9	1corintios 11:9	expanded
τὴν	conocimiento	1	1corintios 13:2	1corintios 13:2	direct
τὴν	fe	1	1corintios 13:2	1corintios 13:2	direct
τὴν	alcanzar	1	1corintios 14:1	1corintios 14:1	direct
τὴν	abundar	1	1corintios 14:12	1corintios 14:12	direct
τὴν	la sabiduría	1	1cor 2:7	1cor 2:7	expanded
τὴν	que	1	1cor 3:10	1cor 3:10	expanded
τὴν	de la	1	1cor 6:18	1cor 6:18	expanded
τὴν	a tu	1	1cor 7:16	1cor 7:16	expanded
τὴν	presente	1	1corintios 7:26	1corintios 7:26	direct
τὴν	a su	1	1corintios 7:38	1corintios 7:38	expanded
τὸ	la copa de bendición que bendecimos no es la participación en la sangre de cristo el pan que partimos no es la participación en el cuerpo de cristo	1	1corintios 10:16	1corintios 10:16	expanded
τὸ	se congregan	1	1corintios 11:17	1corintios 11:17	expanded
τὸ	lo malo	1	1corintios 11:17	1corintios 11:17	expanded
τὸ	cada	1	1corintios 11:21	1corintios 11:21	direct
τὸ	beber	1	1corintios 11:22	1corintios 11:22	direct
τὸ	cuerpo	1	1corintios 11:24	1corintios 11:24	direct
τὸ	copa	1	1corintios 11:25	1corintios 11:25	direct
τὸ	beban	1	1corintios 11:26	1corintios 11:26	direct
τὸ	el cuerpo	1	1corintios 11:29	1corintios 11:29	expanded
τὸ	cortarse	1	1corintios 11:6	1corintios 11:6	direct
τὸ	hace	1	1corintios 12:11	1corintios 12:11	direct
τὸ	dijera	1	1corintios 12:16	1corintios 12:16	direct
τὸ	del	1	1corintios 12:19	1corintios 12:19	direct
τὸ	el mismo	1	1corintios 12:25	1corintios 12:25	expanded
τὸ	dones el mismo	1	1corintios 12:4	1corintios 12:4	expanded
τὸ	el bien	1	1corintios 12:7	1corintios 12:7	expanded
τὸ	según	1	1corintios 12:8	1corintios 12:8	direct
τὸ	perfecto	1	1corintios 13:10	1corintios 13:10	direct
τὸ	incompleto	1	1corintios 13:10	1corintios 13:10	direct
τὸ	los	1	1corintios 13:3	1corintios 13:3	direct
τὸ	en	1	1corintios 14:14	1corintios 14:14	direct
τὸ	todos	1	1corintios 14:23	1corintios 14:23	direct
τὸ	lo más	1	1corintios 14:27	1corintios 14:27	expanded
τὸ	anhelen	1	1corintios 14:39	1corintios 14:39	direct
τὸ	lo que	1	1corintios 14:7	1corintios 14:7	expanded
τὸ	en el	1	1corintios 14:7	1corintios 14:7	expanded
τὸ	lo	1	1corintios 14:9	1corintios 14:9	direct
τὸ	que está	1	1cor 2:11	1cor 2:11	expanded
τὸ	mi	1	1cor 2:4	1cor 2:4	expanded
τὸ	esta	1	1cor 5:2	1cor 5:2	expanded
τὸ	acortado	1	1corintios 7:29	1corintios 7:29	direct
τὸ	propio	1	1corintios 7:35	1corintios 7:35	direct
τὸ	para	1	1corintios 7:35	1corintios 7:35	direct
τὸ	juntarse	1	1cor 7:5	1cor 7:5	merged-forward
τὸ	proclaman	1	1corintios 9:14	1corintios 9:14	direct
τὸ	sin	1	1corintios 9:18	1corintios 9:18	direct
τὸ	uso	1	1corintios 9:18	1corintios 9:18	direct
τὸ	evangelio	1	1corintios 9:23	1corintios 9:23	direct
τὸ	obtiene	1	1corintios 9:24	1corintios 9:24	direct
τὸν	a los	1	1cor 1:16	1cor 1:16	expanded
τὸν	bautizados	1	1corintios 10:2	1corintios 10:2	direct
τὸν	este pan	1	1corintios 11:26	1corintios 11:26	expanded
τὸν	proclaman	1	1corintios 11:26	1corintios 11:26	direct
τὸν	el lugar	1	1corintios 14:16	1corintios 14:16	expanded
τὸν	el que	1	1cor 3:11	1cor 3:11	expanded
τὸν	este	1	1cor 3:12	1cor 3:12	expanded
τὸν	las	1	1cor 4:19	1cor 4:19	expanded
τὸν	al que	1	1cor 5:3	1cor 5:3	expanded
τὸν	a ese tal	1	1cor 5:5	1cor 5:5	expanded
τὸν	a su	1	1cor 7:13	1cor 7:13	expanded
τὸν	a tu	1	1cor 7:16	1cor 7:16	expanded
τὸν	mundo	1	1corintios 7:31	1corintios 7:31	direct
τὸν	visto	1	1corintios 9:1	1corintios 9:1	direct
τῆς	su propia	1	1cor 1:21	1cor 1:21	expanded
τῆς	la	1	1cor 1:21	1cor 1:21	direct
τῆς	causa	1	1corintios 11:10	1corintios 11:10	direct
τῆς	todas	1	1corintios 11:12	1corintios 11:12	direct
τῆς	dios	1	1corintios 11:22	1corintios 11:22	direct
τῆς	ellos	1	1corintios 14:12	1corintios 14:12	direct
τῆς	con	1	1corintios 14:9	1corintios 14:9	direct
τῆς	el	1	1cor 4:11	1cor 4:11	direct
τῆς	de su	1	1cor 5:5	1cor 5:5	expanded
τῆς	su	1	1cor 6:14	1cor 6:14	expanded
τῆς	tienen este derecho sobre ustedes	1	1corintios 9:12	1corintios 9:12	expanded
τῇ	un	1	1cor 1:10	1cor 1:10	expanded
τῇ	el mar	1	1corintios 10:2	1corintios 10:2	expanded
τῇ	en el	1	1corintios 10:5	1corintios 10:5	expanded
τῇ	la noche	1	1corintios 11:23	1corintios 11:23	expanded
τῇ	ora o	1	1corintios 11:5	1corintios 11:5	expanded
τῇ	está rapada	1	1corintios 11:5	1corintios 11:5	expanded
τῇ	la mano	1	1corintios 12:21	1corintios 12:21	expanded
τῇ	segundo lugar	1	1corintios 12:28	1corintios 12:28	expanded
τῇ	de la	1	1corintios 13:6	1corintios 13:6	expanded
τῇ	alegra con	1	1corintios 13:6	1corintios 13:6	expanded
τῇ	tu acción de	1	1corintios 14:16	1corintios 14:16	expanded
τῇ	pensar más	1	1corintios 14:20	1corintios 14:20	expanded
τῇ	su propia	1	1cor 3:19	1cor 3:19	expanded
τῇ	mi	1	1cor 5:9	1cor 5:9	expanded
τῇ	para el	1	1cor 6:13	1cor 6:13	expanded
τῇ	para la	1	1cor 6:13	1cor 6:13	expanded
τῇ	a una	1	1cor 6:16	1cor 6:16	expanded
τῇ	su	1	1cor 7:14	1cor 7:14	direct
τῇ	condición en	1	1corintios 7:20	1corintios 7:20	expanded
τῇ	ellos tendrán	1	1corintios 7:28	1corintios 7:28	expanded
τῇ	para con	1	1cor 7:3	1cor 7:3	expanded
τῇ	a su	1	1corintios 7:33	1corintios 7:33	expanded
τῇ	corazón y	1	1corintios 7:37	1corintios 7:37	expanded
τῇ	hija bien	1	1corintios 7:37	1corintios 7:37	expanded
τῇ	es débil	1	1corintios 8:11	1corintios 8:11	expanded
τῇ	ídolo hasta	1	1corintios 8:7	1corintios 8:7	expanded
τῇ	usado este	1	1corintios 9:12	1corintios 9:12	expanded
τῇ	derecho como	1	1corintios 9:18	1corintios 9:18	expanded
τῶν	por	1	1corintios 10:9	1corintios 10:9	direct
τῶν	espirituales	1	1corintios 12:1	1corintios 12:1	direct
τῶν	lenguas	1	1corintios 13:1	1corintios 13:1	direct
τῶν	no	1	1corintios 13:1	1corintios 13:1	direct
τῶν	que	1	1cor 2:6	1cor 2:6	expanded
τῶν	las	1	1corintios 7:25	1corintios 7:25	direct
τῶν	a	1	1corintios 8:1	1corintios 8:1	direct
τῷ	un	1	1cor 1:10	1cor 1:10	expanded
τῷ	la	1	1corintios 11:13	1corintios 11:13	direct
τῷ	con	1	1corintios 11:32	1corintios 11:32	direct
τῷ	según	1	1corintios 12:18	1corintios 12:18	direct
τῷ	parte	1	1corintios 12:24	1corintios 12:24	direct
τῷ	mismo	1	1corintios 12:9	1corintios 12:9	direct
τῷ	único	1	1corintios 12:9	1corintios 12:9	direct
τῷ	para	1	1corintios 14:11	1corintios 14:11	direct
τῷ	está	1	1corintios 14:21	1corintios 14:21	direct
τῷ	declarando	1	1corintios 14:25	1corintios 14:25	direct
τῷ	este	1	1cor 3:18	1cor 3:18	expanded
τῷ	con esa persona	1	1cor 5:11	1cor 5:11	expanded
τῷ	es para el	1	1cor 6:13	1cor 6:13	expanded
τῷ	con su	1	1cor 7:11	1cor 7:11	expanded
τῷ	con el	1	1cor 7:3	1cor 7:3	expanded
τῷ	como	1	1corintios 7:34	1corintios 7:34	direct
υἱοῦ	hijo	1	1cor 1:9	1cor 1:9	direct
φαγεῖν	uno	1	1corintios 11:21	1corintios 11:21	direct
φανέρωσις	manifestación	1	1corintios 12:7	1corintios 12:7	direct
φανεροὶ	aprobados	1	1corintios 11:19	1corintios 11:19	direct
φανερώσει	pondrá de manifiesto	1	1cor 4:5	1cor 4:5	expanded
φανερὰ	quedarán	1	1corintios 14:25	1corintios 14:25	direct
φανερὸν	evidente	1	1cor 3:13	1cor 3:13	direct
φείδομαι	evitárselos	1	1corintios 7:28	1corintios 7:28	direct
φεύγετε	huyan	1	1cor 6:18	1cor 6:18	direct
φημι	digo	1	1corintios 7:29	1corintios 7:29	direct
φησίν	él dice	1	1cor 6:16	1cor 6:16	expanded
φθείρει	destruye	1	1cor 3:17	1cor 3:17	direct
φθερεῖ	lo destruirá	1	1cor 3:17	1cor 3:17	expanded
φθόγγοις	sonidos	1	1corintios 14:7	1corintios 14:7	direct
φιλόνεικος	contencioso	1	1corintios 11:16	1corintios 11:16	direct
φρεσίν	la	1	1corintios 14:20	1corintios 14:20	direct
φρεσὶν	malicia en la manera de pensar	1	1corintios 14:20	1corintios 14:20	expanded
φρόνιμοι	prudentes	1	1cor 4:10	1cor 4:10	direct
φυσιοῖ	el	1	1corintios 8:1	1corintios 8:1	direct
φυσιοῦσθε	se vuelva arrogante	1	1cor 4:6	1cor 4:6	expanded
φυσιοῦται	arrogante	1	1corintios 13:4	1corintios 13:4	direct
φωνὴν	sonido	1	1corintios 14:7	1corintios 14:7	direct
φωνὴν	un	1	1corintios 14:8	1corintios 14:8	direct
φωνῆς	las	1	1corintios 14:11	1corintios 14:11	direct
φωνῶν	de	1	1corintios 14:10	1corintios 14:10	direct
φωτίσει	sacará a la luz	1	1cor 4:5	1cor 4:5	expanded
φόβῳ	temor	1	1cor 2:3	1cor 2:3	direct
φύσις	misma naturaleza	1	1corintios 11:14	1corintios 11:14	expanded
χάριν	gracia	1	1cor 3:10	1cor 3:10	direct
χάρις	gracia	1	1cor 1:3	1cor 1:3	direct
χάρισμα	don	1	1cor 7:7	1cor 7:7	direct
χάριτι	gracia	1	1cor 1:4	1cor 1:4	direct
χήραις	viudas	1	1cor 7:8	1cor 7:8	direct
χαίρει	amor	1	1corintios 13:6	1corintios 13:6	direct
χαίροντες	regocijan	1	1corintios 7:30	1corintios 7:30	direct
χαίροντες	no	1	1corintios 7:30	1corintios 7:30	direct
χαλκὸς	metal	1	1corintios 13:1	1corintios 13:1	direct
χαρίσματα	sanidad	1	1corintios 12:28	1corintios 12:28	direct
χαρίσματα	mejores	1	1corintios 12:31	1corintios 12:31	direct
χαρίσματι	don	1	1cor 1:7	1cor 1:7	direct
χαρισθέντα	ha dado gratuitamente	1	1cor 2:12	1cor 2:12	expanded
χαρισμάτων	diversidad	1	1corintios 12:4	1corintios 12:4	direct
χείλεσιν	a	1	1corintios 14:21	1corintios 14:21	direct
χείρ	mano	1	1corintios 12:15	1corintios 12:15	direct
χειρί	no	1	1corintios 12:21	1corintios 12:21	direct
χερσίν	manos	1	1cor 4:12	1cor 4:12	direct
χρείαν	te	1	1corintios 12:21	1corintios 12:21	direct
χρείαν	necesito	1	1corintios 12:21	1corintios 12:21	direct
χρείαν	lo	1	1corintios 12:24	1corintios 12:24	direct
χρηστεύεται	paciente	1	1corintios 13:4	1corintios 13:4	direct
χριστοῦ	de jesucristo	1	1cor 1:1	1cor 1:1	merged-forward
χριστόν	señor	1	1corintios 10:9	1corintios 10:9	direct
χριστόν	cristo	1	1cor 4:10	1cor 4:10	direct
χριστός	y	1	1corintios 11:3	1corintios 11:3	direct
χριστὸν	a cristo	1	1cor 1:23	1cor 1:23	expanded
χριστὸν	cristo es	1	1cor 1:24	1cor 1:24	expanded
χρυσόν	con oro	1	1cor 3:12	1cor 3:12	expanded
χρώμενοι	el	1	1corintios 7:31	1corintios 7:31	direct
χρῆσαι	prefiérelo	1	1corintios 7:21	1corintios 7:21	direct
χωρίζεται	se separa	1	1cor 7:15	1cor 7:15	expanded
χωριζέσθω	que se separe	1	1cor 7:15	1cor 7:15	expanded
χωρισθῇ	deja	1	1cor 7:11	1cor 7:11	direct
χωρὶς	ni la	1	1corintios 11:11	1corintios 11:11	expanded
χωρὶς	ni	1	1corintios 11:11	1corintios 11:11	direct
χωρὶς	sin necesidad de	1	1cor 4:8	1cor 4:8	expanded
χόρτον	heno	1	1cor 3:12	1cor 3:12	direct
ψαλμὸν	salmo	1	1corintios 14:26	1corintios 14:26	direct
ψαλῶ	con	1	1corintios 14:15	1corintios 14:15	direct
ψαλῶ	pero	1	1corintios 14:15	1corintios 14:15	direct
ψυχικὸς	natural	1	1cor 2:14	1cor 2:14	direct
ψωμίσω	todos	1	1corintios 13:3	1corintios 13:3	direct
ἀέρα	al	1	1corintios 14:9	1corintios 14:9	direct
ἀγάμοις	solteros	1	1cor 7:8	1cor 7:8	direct
ἀγάπη	esperanza	1	1corintios 13:13	1corintios 13:13	direct
ἀγάπη	es el amor	1	1corintios 13:13	1corintios 13:13	expanded
ἀγάπη	bondadoso	1	1corintios 13:4	1corintios 13:4	direct
ἀγάπη	tiene el amor	1	1corintios 13:4	1corintios 13:4	expanded
ἀγάπην	amor	1	1corintios 13:1	1corintios 13:1	direct
ἀγάπην	pero	1	1corintios 13:2	1corintios 13:2	direct
ἀγάπην	ser	1	1corintios 13:3	1corintios 13:3	direct
ἀγάπην	el	1	1corintios 14:1	1corintios 14:1	direct
ἀγάπῃ	amor	1	1cor 4:21	1cor 4:21	direct
ἀγαπητὰ	amados	1	1cor 4:14	1cor 4:14	direct
ἀγαπητὸν	amado	1	1cor 4:17	1cor 4:17	direct
ἀγαπᾷ	ama	1	1corintios 8:3	1corintios 8:3	direct
ἀγαπῶσιν	aman	1	1cor 2:9	1cor 2:9	direct
ἀγγέλοις	los ángeles	1	1cor 4:9	1cor 4:9	expanded
ἀγγέλους	a los ángeles	1	1cor 6:3	1cor 6:3	expanded
ἀγγέλων	tengo	1	1corintios 13:1	1corintios 13:1	direct
ἀγενῆ	vil	1	1cor 1:28	1cor 1:28	direct
ἀγνοεῖ	no reconoce esto	1	1corintios 14:38	1corintios 14:38	expanded
ἀγνοεῖν	hermanos	1	1corintios 10:1	1corintios 10:1	direct
ἀγνοεῖται	él no es reconocido	1	1corintios 14:38	1corintios 14:38	expanded
ἀγοράζοντες	que compran	1	1corintios 7:30	1corintios 7:30	expanded
ἀδάπανον	ofrecerlo	1	1corintios 9:18	1corintios 9:18	direct
ἀδίκων	incrédulos	1	1cor 6:1	1cor 6:1	expanded
ἀδελφοί	que	1	1corintios 10:1	1corintios 10:1	direct
ἀδελφοί	quiero	1	1corintios 12:1	1corintios 12:1	direct
ἀδελφοί	tanto	1	1corintios 14:39	1corintios 14:39	direct
ἀδελφοί	hermanos lo	1	1cor 4:6	1cor 4:6	expanded
ἀδελφοί	la	1	1corintios 7:24	1corintios 7:24	direct
ἀδελφούς	a sus propios hermanos	1	1cor 6:8	1cor 6:8	expanded
ἀδελφοὶ	del	1	1corintios 9:5	1corintios 9:5	direct
ἀδελφοὺς	hermanos	1	1corintios 8:12	1corintios 8:12	direct
ἀδελφοῦ	hermanos	1	1cor 6:5	1cor 6:5	expanded
ἀδελφοῦ	hermano	1	1cor 6:6	1cor 6:6	direct
ἀδελφὴ	hermana	1	1cor 7:15	1cor 7:15	direct
ἀδελφὴν	llevar	1	1corintios 9:5	1corintios 9:5	direct
ἀδελφὸς	nuestro hermano	1	1cor 1:1	1cor 1:1	expanded
ἀδελφὸς	quien	1	1corintios 8:11	1corintios 8:11	direct
ἀδελφῷ	marido creyente	1	1cor 7:14	1cor 7:14	expanded
ἀδικίᾳ	injusticia	1	1corintios 13:6	1corintios 13:6	direct
ἀδικεῖσθε	sufren la injusticia	1	1cor 6:7	1cor 6:7	expanded
ἀδικεῖτε	cometen injusticias	1	1cor 6:8	1cor 6:8	expanded
ἀζύμοις	panes sin levadura	1	1cor 5:8	1cor 5:8	expanded
ἀθετήσω	desecharé	1	1cor 1:19	1cor 1:19	direct
ἀκάθαρτά	inmundos	1	1cor 7:14	1cor 7:14	direct
ἀκατακάλυπτον	con	1	1corintios 11:13	1corintios 11:13	direct
ἀκατακαλύπτῳ	mientras	1	1corintios 11:5	1corintios 11:5	direct
ἀκαταστασίας	dios de confusión	1	1corintios 14:33	1corintios 14:33	expanded
ἀκοή	del oído	1	1corintios 12:17	1corintios 12:17	expanded
ἀκοή	fuera oído	1	1corintios 12:17	1corintios 12:17	expanded
ἀκολουθούσης	espiritual	1	1corintios 10:4	1corintios 10:4	direct
ἀκούει	lo entiende	1	1corintios 14:2	1corintios 14:2	expanded
ἀκούεται	se oye que	1	1cor 5:1	1cor 5:1	expanded
ἀκούω	reúnen	1	1corintios 11:18	1corintios 11:18	direct
ἀκρασίαν	falta de dominio propio	1	1cor 7:5	1cor 7:5	expanded
ἀκροβυστία	incircuncisión	1	1corintios 7:19	1corintios 7:19	direct
ἀκροβυστίᾳ	incircuncidado	1	1corintios 7:18	1corintios 7:18	direct
ἀλαλάζον	que retiñe	1	1corintios 13:1	1corintios 13:1	expanded
ἀληθείας	de verdad	1	1cor 5:8	1cor 5:8	expanded
ἀληθείᾳ	la verdad	1	1corintios 13:6	1corintios 13:6	expanded
ἀλλʼ	no sino que digo que lo que los gentiles sacrifican lo sacrifican a los demonios y no a dios no quiero que ustedes sean partícipes con los demonios	1	1corintios 10:20	1corintios 10:20	expanded
ἀλλʼ	sin embargo dios no se agradó de la mayor parte de ellos	1	1corintios 10:5	1corintios 10:5	expanded
ἀλλʼ	pero el	1	1corintios 14:17	1corintios 14:17	expanded
ἀλλʼ	en verdad	1	1cor 3:2	1cor 3:2	expanded
ἀλλʼ	de hecho	1	1cor 4:3	1cor 4:3	expanded
ἀλλʼ	pero no	1	1cor 4:4	1cor 4:4	expanded
ἀλλʼ	te	1	1corintios 7:21	1corintios 7:21	direct
ἀλλʼ	sino bajo la ley de cristo	1	1corintios 9:21	1corintios 9:21	expanded
ἀλλήλους	otros	1	1corintios 11:33	1corintios 11:33	direct
ἀλλήλους	el uno del otro	1	1cor 7:5	1cor 7:5	expanded
ἀλλήλων	otros	1	1corintios 12:25	1corintios 12:25	direct
ἀλλὰ	sino que con la tentación proveerá también la vía de escape a fin de que puedan resistirla	1	1corintios 10:13	1corintios 10:13	expanded
ἀλλὰ	la mujer	1	1corintios 11:9	1corintios 11:9	expanded
ἀλλὰ	muchos	1	1corintios 12:14	1corintios 12:14	expanded
ἀλλὰ	por el	1	1corintios 12:22	1corintios 12:22	expanded
ἀλλὰ	necesitan pero	1	1corintios 12:24	1corintios 12:24	expanded
ἀλλὰ	sin embargo	1	1corintios 14:19	1corintios 14:19	expanded
ἀλλὰ	manera de	1	1corintios 14:20	1corintios 14:20	expanded
ἀλλὰ	los que creen sino	1	1corintios 14:22	1corintios 14:22	expanded
ἀλλὰ	sino para	1	1corintios 14:22	1corintios 14:22	expanded
ἀλλὰ	sino de	1	1corintios 14:33	1corintios 14:33	expanded
ἀλλὰ	antes bien	1	1corintios 14:34	1corintios 14:34	expanded
ἀλλὰ	por el contrario	1	1cor 6:8	1cor 6:8	expanded
ἀλλὰ	honesto	1	1corintios 7:35	1corintios 7:35	direct
ἀλλὰ	no obstante	1	1cor 7:7	1cor 7:7	expanded
ἀλλὰ	que	1	1corintios 9:12	1corintios 9:12	direct
ἀμήν	amén	1	1corintios 14:16	1corintios 14:16	direct
ἀμερίμνους	libres	1	1corintios 7:32	1corintios 7:32	direct
ἀνάγκη	pues estoy bajo el deber de hacerlo	1	1corintios 9:16	1corintios 9:16	expanded
